LNGI;LATI;PRID;Horizon;Nom_horizon;epais_hor;transition_distin;Munshell_col_hud;sable_gros;sable_moy;sable_fin;sable_tr_fin;sable_total;Limon;Argile;classe_TT;PH;PHKC;SO4;EXCA;EXMG;EXNA;EXCK;EXAL;CECS;total_carbone;total_azote;Phosphore
-13,83880997;15,89861012;SNA007/C003;1;Ap;6;NA;10YR4/3;NA;NA;NA;NA;NA;NA;NA;NA;7,099999905;NA;NA;NA;NA;NA;NA;NA;NA;2,700000048;0,199999988;7
-13,83880997;15,89861012;SNA007/C003;2;A;20;NA;10YR4/3;1;26;35;15;77;14;8;LS;6,300000191;NA;NA;1;0,25;0,029999999;0,029999999;NA;1,600000024;3,199999809;0,199999988;9
-13,83880997;15,89861012;SNA007/C003;3;AC;40;NA;7,5YR4/4;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;1,899999976;0,25;9
-13,83880997;15,89861012;SNA007/C003;4;C;150;NA;2,5YR4/6;1;31;30;14;75;11;12;SL;6,099999905;NA;NA;0,449999988;0,029999999;0,02;0,029999999;NA;1,600000024;NA;NA;NA
-14,8388052;14,56589031;SNA009/C003;1;Ap;5;NA;10YR3/3;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;NA;NA;NA;3;0,299999982;15
-14,8388052;14,56589031;SNA009/C003;2;A;23;NA;10YR3/3;1;26;32;19;78;15;8;LS;6,599999905;NA;NA;0,699999988;0,349999994;NA;NA;NA;2,200000048;1,5;0,149999991;10
-14,8388052;14,56589031;SNA009/C003;3;AB;43;NA;10YR4/3;NA;NA;NA;NA;NA;NA;NA;NA;5,900000095;NA;NA;NA;NA;NA;NA;NA;NA;1,5;0,129999995;NA
-14,8388052;14,56589031;SNA009/C003;4;Bt;125;NA;7,5YR4/6;1;27;30;14;72;11;19;SL;6,300000191;NA;NA;1,299999952;0,540000021;NA;NA;NA;2,400000095;NA;NA;NA
-14,8388052;14,56589031;SNA009/C003;5;C;157;NA;7,5YR5/6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-15,59169483;13,79660988;SNA010/C003;1;Ap;9;NA;10YR3/2;NA;NA;NA;NA;NA;NA;NA;NA;7,099999905;NA;NA;NA;NA;NA;NA;NA;NA;13,89999962;1,199999928;6
-15,59169483;13,79660988;SNA010/C003;2;A1;25;NA;10YR3/2;0;4;7;12;23;33;39;SICL;7,400000095;NA;NA;46,20000076;2,170000076;0,170000002;0,140000001;NA;12,97999954;12,10000038;0,920000017;7
-15,59169483;13,79660988;SNA010/C003;3;A2;43;NA;10YR4/2;0;4;6;11;22;30;47;C;7,5;NA;NA;NA;NA;NA;NA;NA;NA;8,399999619;0,640000045;10
-15,59169483;13,79660988;SNA010/C003;4;AC;64;NA;10YR6/1;NA;NA;NA;NA;NA;NA;NA;NA;7,400000095;NA;NA;NA;NA;NA;NA;NA;NA;4;0,310000002;20
-15,59169483;13,79660988;SNA010/C003;5;C;130;NA;10YR5/6;1;6;16;25;49;33;15;L;7,5;NA;NA;20,79999924;0,50999999;0,100000001;0,039999999;NA;3,25999999;1,5;0,109999999;10
NA;NA;SNA06/C001;1;Ap;6;NA;10YR5/2;3;NA;42;20;65;24;9;SL;6,599999905;NA;NA;1,399999976;0,400000006;0,560000002;1,700000048;NA;5,599999905;3,799999952;0,340000033;NA
-15,52305603;13,76721954;SNB013/C003;1;NA;8;A;10YR3/2;NA;NA;NA;NA;NA;NA;NA;NA;5,900000095;NA;NA;NA;NA;NA;NA;NA;NA;2,799999952;0,239999995;19
-15,52305603;13,76721954;SNB013/C003;2;NA;24;G;10YR4/3;1;30;29;18;78;15;7;SL;6,199999809;NA;NA;1,25;0,589999974;0,029999999;0,029999999;NA;1,75;2,200000048;0,170000002;6
-15,52305603;13,76721954;SNB013/C003;3;NA;40;D;10YR5/3;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;0,400000006;0,029999999;10
-15,52305603;13,76721954;SNB013/C003;4;NA;90;C;10YR5/4;1;29;28;19;76;16;7;SL;5,599999905;NA;NA;0,439999998;0,219999999;0,029999999;0,029999999;NA;1,019999981;NA;NA;NA
-15,52305603;13,76721954;SNB013/C003;5;NA;125;NA;10YR7/4;1;29;30;20;79;13;7;SL;5,599999905;NA;NA;0,5;0,239999995;NA;NA;NA;1,200000048;NA;NA;NA
-12,32689953;12,52789974;SNB101;1;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;CL;NA;NA;NA;NA;NA;NA;NA;NA;30;NA;NA;NA
-12,32689953;12,52789974;SNB101;2;NA;65;NA;NA;NA;NA;NA;NA;NA;NA;NA;SC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-12,32689953;12,52789974;SNB101;3;NA;90;NA;NA;NA;NA;NA;NA;NA;NA;NA;C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,33189964;12,91940022;SNBAIP017;1;NA;10;G;10YR5/3;0;5;11;10;26;56;17;SI;4,800000191;NA;NA;0,949999988;0,349999994;0,090000004;0,059999999;NA;2,450000048;0,086000003;0,0117;0
-16,33189964;12,91940022;SNBAIP017;2;NA;40;G;10YR5/2;0;4;11;6;22;62;15;SI;4,800000191;NA;NA;0,699999988;0,25;0,090000004;0,050000001;NA;2,599999905;0,068999998;0,01;0
-16,33189964;12,91940022;SNBAIP017;3;NA;70;G;10YR4/2;0;14;24;6;45;22;31;CL;4,599999905;NA;NA;0,119999997;1,379999995;0,07;0,039999999;NA;5,650000095;NA;NA;NA
-16,33189964;12,91940022;SNBAIP017;4;NA;84;A;10YR5/2;NA;NA;NA;NA;NA;NA;NA;CL;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,33189964;12,91940022;SNBAIP017;5;NA;110;G;10YR7/2;0;26;64;7;98;2;0;S;5,199999809;NA;NA;0,050000001;NA;0,039999999;NA;NA;1,25;NA;NA;NA
-16,33189964;12,91940022;SNBAIP017;6;NA;130;A;10YR7/2;0;29;62;6;97;2;1;S;5,699999809;NA;NA;0,25;0,050000001;0,300000012;0,039999999;NA;1,049999952;NA;NA;NA
-16,33189964;12,91940022;SNBAIP017;7;NA;150;NA;10YR8/2;NA;NA;NA;NA;NA;NA;NA;S;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-14,19472218;13,02402973;SNCC,143;1;NA;25;NA;NA;16;NA;33;NA;48;8;21;SCL;8,100000381;6,300000191;NA;14,21000004;1,429999948;0,5;0,029999999;NA;NA;4,900000095;0,560000002;NA
-14,19472218;13,02402973;SNCC,143;2;NA;50;NA;NA;10;NA;27;NA;37;8;8;LS;8,699999809;6,800000191;NA;15,05000019;0,379999995;1,360000014;0,029999999;NA;NA;2;0,25;NA
-14,19472218;13,02402973;SNCC,143;3;NA;70;C;NA;10;NA;76;NA;86;2;12;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,399999976;0,189999998;NA
-14,19472218;13,02402973;SNCC,143;4;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-15,61660004;15,18330002;SNCRZ13;1;NA;5;NA;NA;29;NA;65;NA;94;2;4;S;5,900000095;NA;NA;1,129999995;0,550000012;0,039999999;0,200000003;NA;1,919999957;2,640000105;0,230000004;1
-15,61660004;15,18330002;SNCRZ13;2;NA;15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-15,61660004;15,18330002;SNCRZ13;3;NA;28;NA;NA;27;NA;64;NA;91;6;2;S;5,699999809;NA;NA;0,970000029;0,920000017;0;0,129999995;NA;2,019999981;1,75;0,209999993;1
-15,61660004;15,18330002;SNCRZ13;4;NA;55;NA;NA;25;NA;64;NA;89;4;6;S;5,300000191;NA;NA;0,810000002;0,629999995;0,02;0,180000007;NA;1,639999986;1,429999948;0,180000007;1
-15,61660004;15,18330002;SNCRZ13;5;NA;120;NA;NA;28;NA;57;NA;84;4;11;LS;5,199999809;NA;NA;0,899999976;0,779999971;0;0,050000001;NA;1,730000019;1,049999952;0,129999995;0
-15,50002003;15,50008011;SNCRZ45;1;NA;10;NA;NA;38;NA;58;NA;96;1;2;S;6,199999809;NA;NA;1,159999967;0,419999987;0,109999999;0,119999997;NA;1,809999943;NA;NA;NA
-15,50002003;15,50008011;SNCRZ45;2;NA;30;NA;NA;38;NA;58;NA;96;1;2;S;6,400000095;NA;NA;0,899999976;0,25;0,090000004;0,079999998;NA;1,320000052;NA;NA;NA
-15,50002003;15,50008011;SNCRZ45;3;NA;60;NA;NA;36;NA;61;NA;97;0;3;S;5,800000191;NA;NA;0,560000002;0,400000006;0,079999998;0,02;NA;1,059999943;NA;NA;NA
-15,50002003;15,50008011;SNCRZ45;4;NA;90;NA;NA;36;NA;61;NA;97;2;2;S;5,599999905;NA;NA;0,720000029;0,150000006;0,170000002;0,050000001;NA;1,090000033;NA;NA;NA
-15,50002003;15,50008011;SNCRZ45;5;NA;120;NA;NA;38;NA;60;NA;98;0;2;S;5,800000191;NA;NA;0,699999988;0,090000004;0,059999999;0,02;NA;0,870000005;NA;NA;NA
-15,68000031;14,01000023;SND07/C001;1;A1;20;NA;10YR5/3;1;NA;27;26;55;30;14;SL;6;NA;NA;2,24000001;0,839999974;0,560000002;1,080000043;NA;8,5;1,399999976;0,140000001;NA
-15,68000031;14,01000023;SND07/C001;2;A2;30;NA;10YR6/3;1;NA;27;20;48;34;16;L;5,5;NA;NA;2;0,560000002;1,179999948;0,600000024;NA;9,050000191;2,5;0,199999988;NA
-15,68000031;14,01000023;SND07/C001;3;AB;44;NA;10YR5/3;1;NA;28;21;50;32;16;L;5,599999905;NA;NA;1,799999952;0,479999989;0,370000005;0,589999974;NA;7,949999809;2,5;0,170000017;NA
-15,68000031;14,01000023;SND07/C001;4;Bt1;59;NA;10YR7/4;1;NA;23;20;43;25;24;L;5,5;NA;NA;2;0,74000001;1,590000033;0,819999993;NA;9,25;NA;NA;NA
-15,68000031;14,01000023;SND07/C001;5;Bt2;100;NA;10YR6/4;1;NA;21;20;41;35;32;CL;5,699999809;NA;NA;2,440000057;0,660000026;2,049999952;1,100000024;NA;14,60000038;NA;NA;NA
-15,68000031;14,01000023;SND07/C001;6;Bt3;126;NA;10YR7/4;1;NA;18;16;36;10;27;L;5,300000191;NA;NA;2,200000048;0,800000012;1,590000033;0,769999981;NA;11;NA;NA;NA
-15,39649963;14,13589954;SND13/2;1;NA;4;C;7,5YR5/3;1;NA;47;21;69;19;11;NA;6,900000095;NA;NA;0,720000029;0,239999995;NA;NA;NA;NA;NA;NA;NA
-15,39649963;14,13589954;SND13/2;2;NA;15;G;7,5YR4/4;1;NA;44;20;64;20;14;NA;6,300000191;NA;NA;0,370000005;0,119999997;NA;NA;NA;NA;NA;NA;NA
-15,39649963;14,13589954;SND13/2;3;NA;37;A;5YR4/6;1;NA;33;20;54;11;31;NA;5,699999809;NA;NA;0,720000029;0,25999999;NA;NA;NA;NA;NA;NA;NA
-15,39649963;14,13589954;SND13/2;4;NA;55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,36861038;12,83467007;SNDIEP015;1;NA;20;C;10YR4/2;1;33;36;10;80;16;10;LS;5,599999905;NA;NA;0,400000006;0,300000012;0,050000001;0,119999997;NA;1,899999976;6,600000381;1,120000005;0
-16,36861038;12,83467007;SNDIEP015;2;NA;82;C;10YR5/3;1;18;19;6;44;16;39;CL;5,199999809;NA;NA;2,400000095;1,049999952;0,079999998;0,129999995;NA;5,849999905;8,300000191;1,320000052;NA
-16,36861038;12,83467007;SNDIEP015;3;NA;55;C;10YR5/2;1;18;28;8;54;14;32;SCL;4,699999809;NA;NA;1,450000048;0,949999988;0,059999999;0,140000001;NA;6,099999905;6,399999619;0,99000001;0
-16,36861038;12,83467007;SNDIEP015;4;NA;90;C;7,5YR4/4;3;45;30;6;83;6;11;LS;4;NA;NA;0,349999994;0,200000003;0,059999999;0,07;NA;2,349999905;NA;NA;NA
-16,36861038;12,83467007;SNDIEP015;5;NA;111;NA;7,5YR4/4;2;35;29;5;71;8;21;SCL;3,700000048;NA;NA;0,300000012;0,349999994;0,050000001;0,150000006;NA;4,349999905;NA;NA;NA
-15,91100025;13,90217018;SNE02/C003;1;Ap;2;NA;7,5YR3/2;NA;NA;NA;NA;NA;NA;NA;NA;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-15,91100025;13,90217018;SNE02/C003;2;A1;17;NA;10YR3/2;1;25;30;20;76;19;5;LS;5,5;NA;NA;1,99000001;0,819999993;0,02;0,119999997;NA;2,599999905;4,300000191;0,370000005;16
-15,91100025;13,90217018;SNE02/C003;3;A2;32;NA;7,5YR3/4;NA;NA;NA;NA;NA;NA;NA;NA;5,5;NA;NA;NA;NA;NA;NA;NA;NA;2,099999905;0,189999998;11
-15,91100025;13,90217018;SNE02/C003;4;B;64;NA;7,5YR4/6;1;26;28;18;76;10;13;SL;5,900000095;NA;NA;0,959999979;0,600000024;0,02;0,050000001;NA;1,799999952;NA;NA;NA
-15,91100025;13,90217018;SNE02/C003;5;Bt1;115;NA;7,5YR5/8;1;31;24;14;70;12;17;SL;5,900000095;NA;NA;1,899999976;0,660000026;NA;NA;NA;2,599999905;NA;NA;NA
-15,91100025;13,90217018;SNE02/C003;6;Bt2;130;NA;7,5YR5/8;NA;NA;NA;NA;NA;NA;NA;NA;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-15,51000023;14,06000042;SNE06/C001;1;A;12;NA;10YR3/2;2;32;18;14;65;18;14;SL;5,800000191;NA;NA;3,5;0,699999988;0,029999999;0,159999996;NA;10;15,39999962;1,5;17
-15,51000023;14,06000042;SNE06/C001;2;AB;29;NA;10YR4/3;2;32;18;16;68;16;13;SL;5,699999809;NA;NA;1,5;0,550000012;0,02;0,090000004;NA;9,5;2,099999905;0,020000001;8
-15,51000023;14,06000042;SNE06/C001;3;Bw1;55;NA;7,5YR3/3;2;34;19;16;70;18;14;SL;5,5;NA;NA;1,149999976;0,25;0,02;0,07;NA;5;1,199999928;0,120000005;12
-15,51000023;14,06000042;SNE06/C001;4;Bw2;94;NA;7,5YR4/4;2;32;19;14;66;17;15;SL;5,5;NA;NA;0,850000024;0,200000003;0,02;0,07;NA;8;0,599999964;0,049999997;12
-15,51000023;14,06000042;SNE06/C001;5;Bw3;150;NA;7,5YR4/6;1;26;18;22;67;19;14;SL;5,5;NA;NA;0,699999988;0,349999994;0,01;0,050000001;NA;7,5;0,299999982;NA;12
-15,57050037;14,06690025;SNE09/C001;1;Ap;4;NA;10YR4/4;1;30;15;15;60;19;18;SL;7,5;NA;NA;4,75;2,599999905;0,140000001;2,069999933;NA;6;13,20000076;1,199999928;78
-15,57050037;14,06690025;SNE09/C001;2;A;14;NA;10YR4/3;1;29;16;17;62;16;18;SL;7,900000095;NA;NA;3,349999905;1,75;0,119999997;1,74000001;NA;16,89999962;7,400000095;0,900000036;47
-15,57050037;14,06690025;SNE09/C001;3;AB;30;NA;10YR4/4;1;28;20;15;63;17;18;SL;6,599999905;NA;NA;0,649999976;0,150000006;0,150000006;2,400000095;NA;30,89999962;0,900000036;0,040000003;12
-15,57050037;14,06690025;SNE09/C001;4;Bt1;65;NA;7,5YR5/6;1;23;16;17;57;23;23;SCL;6,099999905;NA;NA;0,800000012;0,349999994;0,129999995;2,039999962;NA;29,89999962;0,299999982;0;10
-15,57050037;14,06690025;SNE09/C001;5;Bt2;110;NA;7,5YR5/8;0;17;15;18;51;18;27;SCL;4,800000191;NA;NA;2,299999952;0,949999988;0,050000001;0,25999999;NA;25,5;0,299999982;0;3
-15,57050037;14,06690025;SNE09/C001;6;Bs;140;NA;7,5YR6/6;1;19;13;20;53;20;26;SCL;4,699999809;NA;NA;2,049999952;1,299999952;0,050000001;0,209999993;NA;32,90000153;0,299999982;0;6
-16,35002708;14,24874973;SNE10/C003;1;NA;40;C;10YR3/1;1;13;12;8;34;26;38;CL;6,400000095;NA;NA;22,79999924;2,049999952;0,140000001;0,200000003;NA;22;30,59999847;1,5;NA
-16,35002708;14,24874973;SNE10/C003;2;NA;52;C;2,5YR4/3;3;15;17;14;50;19;32;SCL;7,900000095;NA;NA;20,5;1,149999976;0,150000006;0,059999999;NA;18,5;62,39999771;2,899999857;NA
-16,35002708;14,24874973;SNE10/C003;3;NA;64;A;2,5YR4/4;3;11;7;6;27;21;50;C;7,900000095;NA;NA;18,10000038;0,899999976;0,090000004;0,07;NA;17;20,10000038;1;10
-16,35002708;14,24874973;SNE10/C003;4;NA;110;NA;10YR6/2;4;25;25;18;72;14;13;SL;8,100000381;NA;NA;6,650000095;0,150000006;0,07;0,239999995;NA;5;14,29999924;0,699999988;10
-15,6239996;13,95820045;SNE12/C001;1;Ap;4;NA;10YR4/3;2;48;23;12;86;6;8;LS;6,5;NA;NA;0,699999988;3,049999952;0;0,289999992;NA;3;4;0,320000023;10
-15,6239996;13,95820045;SNE12/C001;2;A;16;NA;10YR4/4;1;37;24;17;78;8;14;SL;5,400000095;NA;NA;0,449999988;0,300000012;0,059999999;0,289999992;NA;4;5,5;0,439999998;11
-15,6239996;13,95820045;SNE12/C001;3;BA;48;NA;7,5YR4/4;1;37;23;12;73;9;18;SL;5,099999905;NA;NA;0,899999976;0,5;0,059999999;0,25;NA;5,5;6,399999619;0,519999981;12
-15,6239996;13,95820045;SNE12/C001;4;B;120;NA;7,5YR5/8;1;40;19;9;70;5;25;SCL;5,099999905;NA;NA;0,699999988;0,800000012;0,079999998;0,25;NA;5;2,799999952;0,349999994;12
-15,80000019;13,96000004;SNE16/C001;1;Ap;6;NA;10YR3/3;1;42;26;14;83;9;8;LS;6,5;NA;NA;1,5;0,699999988;0,079999998;0,589999974;NA;NA;2,5;0,199999988;22
-15,80000019;13,96000004;SNE16/C001;2;A;37;NA;10YR4/3;1;37;30;15;83;7;10;LS;4,800000191;NA;NA;0,800000012;0,400000006;0,029999999;0,079999998;NA;NA;1,800000072;0,199999988;51
-15,80000019;13,96000004;SNE16/C001;3;AC;74;NA;10YR5/4;1;47;26;11;84;4;12;LS;5,099999905;NA;NA;0,800000012;0,200000003;0,029999999;0,01;NA;NA;NA;NA;NA
-15,80000019;13,96000004;SNE16/C001;4;C1;100;NA;10YR6/3;1;26;36;20;83;9;8;LS;5,199999809;NA;NA;0,5;0,100000001;0,029999999;0,059999999;NA;NA;NA;NA;NA
-15,80000019;13,96000004;SNE16/C001;5;C2;150;NA;10YR7/4;1;53;26;11;91;2;7;S;5,5;NA;NA;0,5;0,100000001;0,029999999;0;NA;NA;NA;NA;NA
-15,53999996;13,93000031;SNE17/C001;1;Ap;5;NA;7,5YR4/4;2;51;22;12;86;4;10;LS;6,400000095;NA;NA;1,299999952;0,400000006;0,039999999;0,100000001;NA;NA;2,5;0,219999999;15
-15,53999996;13,93000031;SNE17/C001;2;A;23;NA;7,5YR3/4;1;45;21;14;81;7;12;LS;5,300000191;NA;NA;1,200000048;0,400000006;0,02;0,07;NA;NA;2,5;0,219999999;20
-15,53999996;13,93000031;SNE17/C001;3;B1;38;NA;5YR4/4;1;44;21;11;77;5;17;SL;5,400000095;NA;NA;1,299999952;0,200000003;0,039999999;0,109999999;NA;NA;4;0,379999995;15
-15,53999996;13,93000031;SNE17/C001;4;B2;89;NA;2,5YR4/6;1;35;24;13;72;6;22;SCL;5,900000095;NA;NA;1,899999976;0,300000012;0,02;0,02;NA;NA;NA;NA;NA
-15,53999996;13,93000031;SNE17/C001;5;B3;150;NA;2,5YR4/8;1;36;20;11;68;6;26;SCL;6,300000191;NA;NA;1,799999952;0,400000006;0,039999999;0,140000001;NA;NA;NA;NA;NA
-16,64105606;14,95318985;SNGb10;1;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,64105606;14,95318985;SNGb10;2;NA;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,64105606;14,95318985;SNGb10;3;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;41;NA;5,5;4,099999905;NA;6,599999905;3,359999895;0,270000011;0,039999999;NA;NA;49;5,599999905;0
NA;NA;SNH047;1;NA;10;NA;5YR3/4;NA;NA;NA;NA;46;20;34;SCL;6,300000191;NA;NA;7,579999924;4,849999905;0,460000008;0,0495;NA;16,81999969;15,10000038;0,540000021;NA
NA;NA;SNH047;2;NA;43;NA;5YR3/4;NA;NA;NA;NA;42;14;42;C;4,199999809;NA;NA;1,980000019;2,74000001;0,379999995;0,014;NA;13,18999958;4,099999905;0,620000005;NA
NA;NA;SNH047;3;NA;75;NA;2,5YR3/6;NA;NA;NA;NA;62;5;34;SCL;4,539999962;NA;NA;2,160000086;4,349999905;0,409999996;0,007;NA;15,94999981;1,700000048;0,449999988;NA
NA;NA;SNH047;4;NA;105;NA;2,5YR3/6;NA;NA;NA;NA;63;8;30;SCL;4,300000191;NA;NA;2,299999952;3,539999962;0,419999987;0,007;NA;14,05000019;1,200000048;0,540000021;NA
NA;NA;SNH047;5;NA;210;NA;2,5YR5/6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNH071;1;NA;10;NA;10YR4/4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,779999971;0,800000012;0,289999992;NA;NA;2,380000114;NA;NA;NA
NA;NA;SNH071;2;NA;58;NA;10YR4/4;NA;NA;NA;NA;91;4;4;NA;4,679999828;NA;NA;1,429999948;0,779999971;0,319999993;0,0045;NA;2,230000019;2,329999924;0,589999974;NA
NA;NA;SNH071;3;NA;134;NA;7,5YR4/4;NA;NA;NA;NA;91;3;6;NA;4,389999866;NA;NA;1,309999943;2,430000067;0,280000001;0,003;NA;2,450000048;0,579999983;0,109999999;NA
NA;NA;SNH071;4;NA;144;NA;7,5YR4,5/6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNH253;1;A;18;NA;10YR2,5/3;NA;NA;NA;NA;47;24;29;SCL;NA;NA;NA;NA;NA;NA;0,01;NA;20,55999947;11,60000038;1,100000024;NA
NA;NA;SNH253;2;AC;50;NA;2,5Y4,5/2;NA;NA;NA;NA;39;22;39;CL;7,599999905;NA;NA;20,23999977;6,199999809;0,75;0,007;NA;24,63999939;2,329999924;3,099999905;NA
NA;NA;SNH253;3;C1;83;NA;2,5Y4,5/2;NA;NA;NA;NA;39;22;39;CL;7,460000038;NA;NA;21,78000069;5,619999886;0,529999971;0,007;NA;24,36000061;1,159999967;6,5;NA
NA;NA;SNH253;4;C2;121;NA;2,5Y4,5/2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNH253;5;CR;130;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNH431;1;NA;13;NA;10YR4,5/4;NA;NA;NA;NA;64;20;16;SL;4,829999924;NA;NA;3,00999999;1,309999943;0,300000012;0,0105;NA;6,480000019;2,910000086;0,389999986;NA
NA;NA;SNH431;2;NA;45;NA;10YR5/4;NA;NA;NA;NA;75;14;12;SL;5,400000095;NA;NA;2,940000057;1,350000024;0,319999993;0,017999999;NA;4,300000191;1,74000001;0,129999995;NA
NA;NA;SNH431;3;NA;78;NA;5Y3,5/1;NA;NA;NA;NA;37;25;38;CL;4,639999866;NA;NA;7,389999866;3,799999952;0,430000007;0,015;NA;14,23999977;5,230000019;0,230000004;NA
NA;NA;SNH431;4;NA;140;NA;5Y3,5/1;NA;NA;NA;NA;21;24;55;C;5,519999981;NA;NA;10,5;5,690000057;0,460000008;0,0065;NA;18,46999931;3,49000001;0,400000006;NA
NA;NA;SNH524;1;NA;8;NA;10YR4,5/4;NA;NA;NA;NA;91;4;6;S;7,820000172;NA;NA;2,130000114;0,550000012;0,289999992;0,0045;NA;2,470000029;2,329999924;0,200000003;NA
NA;NA;SNH524;2;NA;42;NA;10YR3/2;NA;NA;NA;NA;86;4;10;LS;7,190000057;NA;NA;3,619999886;0,860000014;0,349999994;0,005;NA;5,789999962;2,910000086;0,230000004;NA
NA;NA;SNH524;3;NA;93;NA;10YR4/4;NA;NA;NA;NA;89;3;9;LS;7,300000191;NA;NA;2,680000067;0,620000005;0,300000012;0,0045;NA;4,210000038;0,600000024;0,209999993;NA
NA;NA;SNH524;4;NA;120;NA;10YR4,5/4;NA;NA;NA;NA;87;5;8;LS;7,650000095;NA;NA;2,569999933;0,50999999;0,25999999;0,0045;NA;3,75;0,5;0,200000003;NA
NA;NA;SNH524;5;NA;130;NA;10YR6/4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNH525;1;NA;49;NA;10YR4/3;NA;NA;NA;NA;89;4;7;S;7,400000095;NA;NA;2,599999905;1,789999962;0,340000004;0,0115;NA;3,180000067;4,059999943;0,790000021;NA
NA;NA;SNH525;2;NA;88;NA;10YR4,5/4;NA;NA;NA;NA;93;1;6;S;7,78000021;NA;NA;2,470000029;1,090000033;0,469999999;0,007;NA;2,059999943;1,159999967;0,189999998;NA
NA;NA;SNH525;3;NA;126;NA;10YR5/4;NA;NA;NA;NA;93;1;6;S;8,199999809;NA;NA;1,779999971;1,070000052;0,319999993;0,0045;NA;2,029999971;0,5;0,109999999;NA
NA;NA;SNH525;4;NA;140;NA;10YR5,5/6;NA;NA;NA;NA;94;0;6;S;7,900000095;NA;NA;1,779999971;0,810000002;0,330000013;0,0035;NA;1,580000043;0,400000006;0,140000001;NA
-16,46761131;15,07318974;SNKAP5;1;NA;20;NA;10YR3/2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,46761131;15,07318974;SNKAP5;2;NA;55;NA;10YR3/4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,46761131;15,07318974;SNKAP5;3;NA;90;NA;7,5YR3/4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-15,56029987;14,07409954;SNKF35/C001;1;A;23;NA;10YR4/4;NA;NA;NA;NA;75;17;8;SL;6;5,300000191;NA;1,799999952;0,600000024;0,039999999;0,100000001;NA;10,69999981;5,5;0,370000005;NA
-15,56029987;14,07409954;SNKF35/C001;2;B1;82;NA;7,5YR4/6;NA;NA;NA;NA;73;13;16;SL;5,800000191;5;NA;1,899999976;0,699999988;0,029999999;0,079999998;NA;3,75;4,199999809;0,299999982;NA
-15,56029987;14,07409954;SNKF35/C001;3;B2;150;NA;10YR5/8;NA;NA;NA;NA;66;12;22;SCL;6;5,400000095;NA;NA;NA;NA;NA;NA;5,099999905;2,700000048;0,179999992;NA
-16,84238815;14,76366997;SNMAIG65;1;NA;25;NA;NA;30;NA;61;NA;91;4;3;S;6,599999905;NA;NA;1,600000024;0,5;NA;0,109999999;NA;NA;4,300000191;0,270000011;NA
-16,84238815;14,76366997;SNMAIG65;2;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
