LNGI;LATI;PRID;Horizon;Nom_horizon;epais_hor;transition_distin;Munshell_col_hud;sable_gros;sable_moy;sable_fin;sable_tr_fin;sable_total;Limon;Argile;classe_TT;PH;PHKC;SO4;EXCA;EXMG;EXNA;EXCK;EXAL;CECS;total_carbone;total_azote;Phosphore
-16,84238815;14,76366997;SNMAIG65;3;NA;85;NA;NA;31;NA;58;NA;89;2;8;S;6,5;NA;NA;0,699999988;0,400000006;NA;0,090000004;NA;NA;1,100000024;0,090000004;NA
-16,84238815;14,76366997;SNMAIG65;4;NA;155;NA;NA;29;NA;47;NA;76;3;20;SL;5,5;NA;NA;0,899999976;0,600000024;NA;0,090000004;NA;NA;NA;NA;NA
-16,84238815;14,76366997;SNMAIG65;5;NA;210;NA;NA;28;NA;48;NA;76;4;16;SL;5,800000191;NA;NA;0,75;0,400000006;NA;0,109999999;NA;NA;NA;NA;NA
-17,05558395;14,78314018;SNMAIG69;1;NA;10;NA;NA;9;NA;41;NA;50;11;39;SC;7,800000191;NA;NA;21;109;0,699999988;0,209999993;NA;NA;7,599999905;0,769999981;NA
-17,05558395;14,78314018;SNMAIG69;2;NA;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-17,05558395;14,78314018;SNMAIG69;3;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-17,05558395;14,78314018;SNMAIG69;4;NA;200;NA;NA;9;NA;39;NA;48;8;36;SC;7,5;NA;NA;21,10000038;10,60000038;0,680000007;0,209999993;NA;NA;5,899999619;0,5;NA
NA;NA;SNORSTOM/KME53;1;A11;10;C;NA;29;NA;31;12;72;23;15;SL;5,900000095;4,800000191;NA;1,799999952;0,800000012;0,059999999;0,200000003;NA;5,199999809;10;0,699999988;NA
-14,86289978;13,98519993;SNORSTOM/MKE53;2;A12;23;C;NA;21;NA;38;5;64;15;23;SCL;5,099999905;4,300000191;NA;0,600000024;0,400000006;0,119999997;0,100000001;NA;5;NA;NA;NA
-14,86289978;13,98519993;SNORSTOM/MKE53;3;C;30;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-17,05772209;14,46150017;SNP15E/7P;1;NA;20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,199999809;1,200000048;NA
-17,05772209;14,46150017;SNP15E/7P;2;NA;45;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,400000095;0,300000012;NA
-17,05772209;14,46150017;SNP15E/7P;3;NA;NA;NA;10YR6/6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0,5;NA
-11,69377804;12,82771969;SNP2E/7P;1;A;12;C;10YR4/3;0;12;8;10;42;36;33;CL;5,5;NA;NA;2,299999952;1,200000048;0,170000002;0,140000001;NA;9,25;11,39999962;1,100000024;11
-11,69377804;12,82771969;SNP2E/7P;2;Bs;35;C;10YR4/3;0;2;3;4;9;42;47;SIC;5,5;NA;NA;2,400000095;0,100000001;0,170000002;0,039999999;NA;11,85000038;6,700000286;0,5;16
-11,69377804;12,82771969;SNP2E/7P;3;Bsg;47;G;10YR5/2;0;2;1;2;17;48;56;C;5,199999809;NA;NA;1,200000048;0,800000012;0,140000001;0,059999999;NA;9;NA;NA;NA
-11,69377804;12,82771969;SNP2E/7P;4;Bg1;55;G;10YR5/1;0;3;7;7;21;28;56;C;5;NA;NA;1;0;0,100000001;0,059999999;NA;8,600000381;NA;NA;NA
-11,69377804;12,82771969;SNP2E/7P;5;Bg2;104;NA;10YR5/1;0;5;6;6;24;31;51;C;5,5;NA;NA;1;0;0,100000001;0,050000001;NA;1,649999976;NA;NA;NA
-12,30449963;12,82120037;SNRAF51;1;NA;15;NA;NA;NA;NA;NA;NA;61;16;19;SL;6,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-12,30449963;12,82120037;SNRAF51;2;NA;150;NA;NA;NA;NA;NA;NA;52;20;31;SCL;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-12,28269958;12,79660034;SNRAF64;1;NA;15;G;NA;NA;NA;NA;NA;56;20;24;NA;NA;5;NA;NA;NA;NA;NA;NA;11,30000019;NA;NA;NA
-12,28269958;12,79660034;SNRAF64;2;NA;55;G;NA;NA;NA;NA;NA;58;13;29;NA;NA;6,5;NA;NA;NA;NA;NA;NA;12,39999962;NA;NA;NA
-12,28269958;12,79660034;SNRAF64;3;NA;93;C;10YR4/6;NA;NA;NA;NA;43;20;37;NA;NA;5,5;NA;NA;NA;NA;NA;NA;14,19999981;NA;NA;NA
-12,28269958;12,79660034;SNRAF64;4;NA;117;C;NA;NA;NA;NA;NA;54;14;32;NA;NA;6;NA;NA;NA;NA;NA;NA;16,39999962;NA;NA;NA
-12,28269958;12,79660034;SNRAF64;5;NA;150;NA;5G7/1;NA;NA;NA;NA;56;12;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-12,22999954;12,69999981;SNRSM01;1;NA;29;NA;10YR7/3;NA;NA;NA;NA;NA;NA;NA;SL;6,5;NA;NA;NA;NA;NA;NA;NA;6,5;13;1;NA
-12,22999954;12,69999981;SNRSM01;2;NA;80;NA;7,5YR6/6;NA;NA;NA;NA;NA;NA;NA;SL;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA
-12,22999954;12,69999981;SNRSM01;3;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;SC;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA
-15,22999954;16,52000046;SNRSM02;1;NA;10;NA;5YR4/3;42;NA;47;NA;89;6;5;S;7,599999905;5,5;NA;1,74000001;0;0,02;0,109999999;NA;1,889999986;1,480000019;0,119999997;NA
-15,22999954;16,52000046;SNRSM02;2;NA;40;NA;5YR434;47;NA;39;NA;86;4;10;LS;7,5;5,300000191;NA;1,879999995;1,100000024;0,02;0,119999997;NA;3,529999971;1,519999981;0,129999995;NA
-15,22999954;16,52000046;SNRSM02;3;NA;56;NA;5YR6/4;46;NA;39;NA;85;3;12;LS;7,400000095;5,5;NA;2,200000048;1,580000043;0,02;0,150000006;NA;3,569999933;NA;NA;NA
-15,22999954;16,52000046;SNRSM02;4;NA;150;NA;NA;48;NA;39;NA;87;5;8;LS;8;5,699999809;NA;1,940000057;2,039999962;0,02;0,119999997;NA;3,579999924;NA;NA;NA
-16,59000015;14,78999996;SNRSM03;1;NA;20;NA;10YR7/4;20;71;4;NA;95;2;3;S;5,400000095;4,400000095;NA;0,699999988;0,200000003;0,006;0,039999999;NA;1,75;2,24000001;0,189999998;NA
-16,59000015;14,78999996;SNRSM03;2;NA;60;NA;10YR8/3;23;64;4;NA;91;4;5;S;5,5;4,199999809;NA;1,200000048;0,5;0,006;0,050000001;NA;2,599999905;2,140000105;0,189999998;NA
-16,59000015;14,78999996;SNRSM03;3;NA;100;NA;10YR6/3;21;67;4;NA;92;3;5;S;5,5;4,199999809;NA;0,899999976;0,5;0,02;0,029999999;NA;2;2,00999999;0,159999996;NA
-16,59000015;14,78999996;SNRSM03;4;NA;175;NA;7,5YR6/6;20;68;4;NA;92;3;5;S;5,800000191;4,5;NA;1,5;0,699999988;0,02;0,039999999;NA;2,349999905;2,170000076;0,119999997;NA
-16,59000015;14,78999996;SNRSM03;5;NA;235;NA;7,5YR6/6;22;70;3;NA;95;1;4;S;6,099999905;5;NA;1,090000033;0,300000012;0,02;0,029999999;NA;1,450000048;1,610000014;0,07;NA
-15,42125034;12,57332993;SNRSM05;1;NA;8;NA;7,5YR4/4;40;NA;35;NA;75;11;14;SL;6,199999809;5,199999809;NA;1,940000057;1,220000029;0,029999999;0,059999999;NA;3,779999971;9,600000381;0,639999986;NA
-15,42125034;12,57332993;SNRSM05;2;NA;20;NA;2,5YR4/4;41;NA;32;NA;73;13;14;SL;6;4,5;NA;0,74000001;0,779999971;0,01;0,02;NA;3,170000076;4,400000095;0,409999996;NA
-15,42125034;12,57332993;SNRSM05;3;NA;50;NA;2,5YR3,5/6;32;NA;28;NA;60;14;26;SCL;5,099999905;4;NA;0,239999995;0,5;0,02;0,029999999;NA;3,869999886;4,199999809;0,409999996;NA
-15,42125034;12,57332993;SNRSM05;4;NA;105;NA;2,5YR4/6;24;NA;20;NA;44;11;45;C;5;4,199999809;NA;0,579999983;0,579999983;0,02;0,029999999;NA;4,449999809;NA;NA;NA
-15,42125034;12,57332993;SNRSM05;5;NA;170;NA;10YR4/6;26;NA;21;NA;47;10;43;C;5,099999905;4,300000191;NA;0,460000008;0,439999998;0,02;0,029999999;NA;2,579999924;NA;NA;NA
-16,00727844;16,3999691;SNRSM06;1;NA;5;NA;NA;1;NA;23;NA;24;49;27;SIL;5,5;5;NA;3,900000095;6,599999905;2,200000048;0,400000006;NA;17,10000038;10;0,74000001;NA
-16,00727844;16,3999691;SNRSM06;2;NA;12;NA;NA;0;NA;19;NA;19;47;34;SICL;5,5;4,900000095;NA;4;7;1,600000024;0,449999988;NA;16,20000076;12,80000019;1,100000024;NA
-16,00727844;16,3999691;SNRSM06;3;NA;24;NA;10YR 6/1,5;0;NA;22;NA;22;46;32;CL;6,199999809;5,099999905;NA;2,700000048;5,300000191;1,5;0,400000006;NA;6,5;2,400000095;0,300000012;NA
-16,00727844;16,3999691;SNRSM06;4;NA;37;NA;10YR3,5/1;0;NA;11;NA;11;44;45;SIC;5,800000191;4,800000191;NA;3,700000048;9,100000381;3;0,649999976;NA;17;2,700000048;0,340000004;NA
-16,00727844;16,3999691;SNRSM06;5;NA;48;NA;NA;0;NA;82;NA;82;12;6;LS;5;4,300000191;NA;0,600000024;1,399999976;0;0,050000001;NA;2,75;0,600000024;0,079999998;NA
-16,00727844;16,3999691;SNRSM06;6;NA;80;NA;NA;2;NA;32;NA;34;59;7;SICL;5;4,300000191;NA;1,799999952;4,199999809;1,200000048;0,200000003;NA;8,300000191;1,700000048;0,170000002;NA
-16,00727844;16,3999691;SNRSM06;7;NA;103;NA;NA;2;NA;43;NA;45;50;5;SIL;NA;NA;NA;2,400000095;4;1,149999976;0,25;NA;7,5;1,700000048;0,180000007;NA
-15,2252779;16,54516983;SNRSM07;1;NA;12;NA;10YR5/3;19;NA;22;NA;41;20;39;CL;7;5;NA;8,899999619;5,760000229;0,079999998;0,360000014;NA;14,34000015;2,880000114;0,319999993;NA
-15,2252779;16,54516983;SNRSM07;2;NA;35;NA;10YR6/3;13;NA;21;NA;34;20;46;C;6,599999905;4,699999809;NA;9,399999619;7,820000172;0,059999999;0,219999999;NA;17,59000015;2,480000019;0,289999992;NA
-15,2252779;16,54516983;SNRSM07;3;NA;80;NA;10YR6/3;13;NA;23;NA;36;19;45;C;6,300000191;4,5;NA;9,180000305;6,920000076;0,050000001;0,129999995;NA;20,22999954;NA;NA;NA
-15,2252779;16,54516983;SNRSM07;4;NA;120;NA;NA;29;NA;67;NA;96;1;3;S;7,300000191;5,199999809;NA;0,560000002;0,25999999;0,02;0,02;NA;1,080000043;NA;NA;NA
-15,68972206;13,02653027;SNRSM09;1;NA;3;NA;10YR6/3;0;NA;7;NA;7;63;30;SICL;3,599999905;NA;NA;2;9,600000381;40;0,550000012;NA;11,39999962;12,80000019;1,279999971;NA
-15,68972206;13,02653027;SNRSM09;2;NA;12;NA;10YR6/3;1;NA;12;NA;13;36;51;C;3,599999905;NA;NA;2,200000048;5,800000191;4,800000191;0,75;NA;14,39999962;13,19999981;1,129999995;NA
-15,68972206;13,02653027;SNRSM09;3;NA;75;NA;5YR5/1;NA;NA;NA;NA;NA;NA;NA;NA;3,5;NA;NA;1,600000024;5,599999905;5,400000095;0,800000012;NA;1340;8,199999809;0,409999996;NA
-15,68972206;13,02653027;SNRSM09;4;NA;100;NA;2,5YR7/4;0;NA;40;NA;40;27;33;CL;3,299999952;NA;NA;1,799999952;4;4,599999905;0,400000006;NA;15,75;12;0,409999996;NA
-15,68972206;13,02653027;SNRSM09;5;NA;140;NA;7,5YRN/5;NA;NA;NA;NA;NA;NA;NA;NA;2,400000095;NA;NA;3,400000095;6,800000191;8,5;0,449999988;NA;20,20000076;24,39999962;0,769999981;NA
NA;NA;SNS101;1;NA;15;NA;5YR4/2;NA;NA;NA;NA;76;13;11;SL;5,409999847;NA;NA;1,25999999;0,769999981;0,270000011;0,003;NA;4,190000057;6,980000019;0,409999996;NA
NA;NA;SNS101;2;NA;35;NA;5YR4/6;NA;NA;NA;NA;65;13;24;SCL;4,71999979;NA;NA;1,24000001;0,50999999;0,25999999;0,0025;NA;4,420000076;4,650000095;0,330000013;NA
NA;NA;SNS101;3;NA;65;NA;5YR4/6;NA;NA;NA;NA;55;8;37;SC;4,690000057;NA;NA;0,819999993;0,270000011;0,280000001;0,0025;NA;5,630000114;2,910000086;0,330000013;NA
NA;NA;SNS101;4;NA;108;NA;5YR5/6;NA;NA;NA;NA;45;11;44;SC;5,119999886;NA;NA;0,660000026;0;0,280000001;0,0025;NA;6,570000172;2,329999924;0,300000012;NA
NA;NA;SNS101;5;NA;120;NA;5YR5/6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNS102;1;NA;30;NA;10YR4/2;NA;NA;NA;NA;88;5;7;S;5;NA;NA;1,210000038;0,239999995;0,25;0,007;NA;3,089999914;5,230000019;0,379999995;NA
NA;NA;SNS102;2;NA;75;NA;10YR6/3;NA;NA;NA;NA;62;28;10;SL;5,5;NA;NA;0,970000029;0,270000011;0,239999995;0,006;NA;1,769999981;1,74000001;0,159999996;NA
NA;NA;SNS102;3;NA;135;NA;10YR7/4;NA;NA;NA;NA;70;22;8;SL;5,389999866;NA;NA;0,930000007;0,25999999;0,239999995;0,0055;NA;1,279999971;1,159999967;0,200000003;NA
NA;NA;SNS102;4;NA;145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNS104;1;NA;20;NA;10YR3/2;NA;NA;NA;NA;71;19;10;SL;5,539999962;NA;NA;0,170000002;1,210000038;0,319999993;0,050000001;NA;5,920000076;11,05000019;0,49000001;NA
NA;NA;SNS104;2;NA;35;NA;10YR4/4;NA;NA;NA;NA;67;16;17;SL;4,710000038;NA;NA;0,959999979;0,790000021;0,319999993;0,005;NA;3,75;5,230000019;0,379999995;NA
NA;NA;SNS104;3;NA;50;NA;10YR5/4;NA;NA;NA;NA;56;16;28;SCL;5,179999828;NA;NA;1,129999995;0,810000002;0,300000012;0,005;NA;5,170000076;3,49000001;0,379999995;NA
NA;NA;SNS104;4;NA;85;NA;10YR5/6;NA;NA;NA;NA;52;18;30;SCL;5,179999828;NA;NA;0,800000012;0;0,270000011;0,005;NA;4,769999981;4,070000172;0,379999995;NA
NA;NA;SNS104;5;NA;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NA;NA;SNS104;6;NA;110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,20027351;14,15408993;SNS2,P7;1;Ag;7;NA;10YR5/2;17;NA;50;NA;67;10;12;SL;5,800000191;5,5;NA;NA;NA;NA;NA;NA;NA;5,699999809;0,180000007;NA
-16,20027351;14,15408993;SNS2,P7;2;Bjo;20;NA;10YR7/21;21;NA;58;NA;79;5;5;LS;4,900000095;4,699999809;NA;NA;NA;NA;NA;NA;NA;2,700000048;0,079999998;NA
-16,20027351;14,15408993;SNS2,P7;3;Bgjo;30;NA;10YR7/2;25;NA;57;NA;82;12;6;LS;4,400000095;4,300000191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,20027351;14,15408993;SNS2,P7;4;Bjo;45;NA;10YR4/1;10;NA;35;NA;45;24;31;L;3,599999905;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,20027351;14,15408993;SNS2,P7;5;B1j;70;NA;10YR3/1;10;NA;40;NA;50;21;29;SCL;3,799999952;3,599999905;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,20027351;14,15408993;SNS2,P7;6;B2j;95;NA;10YR3/1;18;NA;41;NA;59;10;21;SCL;3,200000048;3,200000048;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,36666679;13,89999962;SNSF103;1;NA;17;NA;10YR3/3;18;NA;66;10;94;2;4;S;2,650000095;4,849999905;NA;1,100000024;0,360000014;0,140000001;0,129999995;NA;2,75999999;4,099999905;0,370000005;NA
-16,36666679;13,89999962;SNSF103;2;NA;40;NA;NA;19;NA;59;12;90;3;7;S;4,949999809;4,800000191;NA;1,539999962;0,159999996;0,140000001;0,119999997;NA;2,640000105;3;0,330000013;NA
-16,36666679;13,89999962;SNSF103;3;NA;95;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,36666679;13,89999962;SNSF103;4;NA;NA;NA;NA;18;NA;49;11;77;2;21;SCL;4,900000095;4,599999905;NA;1,539999962;0,639999986;0,170000002;0,129999995;NA;3,900000095;2,900000095;0,280000001;NA
-16,38333321;13,73332977;SNSF117;1;NA;12;NA;NA;19;NA;50;19;88;5;7;S;4,849999905;4,599999905;NA;1,879999995;0,800000012;0,159999996;0,129999995;NA;5,099999905;9,300000191;0,589999974;NA
-16,38333321;13,73332977;SNSF117;2;NA;40;NA;NA;16;NA;51;17;84;5;10;LS;4,599999905;4,150000095;NA;0,540000021;0,409999996;0,140000001;0,119999997;NA;3,5;4,400000095;0,379999995;NA
-16,38333321;13,73332977;SNSF117;3;NA;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,439999998;0,25;0,159999996;0,129999995;NA;4,699999809;4,300000191;0,379999995;NA
-16,38333321;13,73332977;SNSF117;4;NA;130;NA;NA;15;NA;44;15;75;4;22;SCL;4,25;4,050000191;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,38333321;14,03332996;SNSF137;1;NA;15;NA;10YR3/1;17;NA;49;15;81;9;10;LS;5,199999809;4,349999905;NA;3,359999895;0,409999996;0,219999999;0,150000006;NA;6,599999905;7,099999905;0,579999983;NA
-16,38333321;14,03332996;SNSF137;2;NA;35;NA;10YR5/1;16;NA;45;19;80;6;14;SL;5,650000095;4,400000095;NA;3,400000095;0,50999999;0,200000003;0,119999997;NA;6,300000191;3,5;0,270000011;NA
-16,38333321;14,03332996;SNSF137;3;NA;60;NA;NA;14;NA;40;13;67;5;28;SCL;5,550000191;4,050000191;NA;4,650000095;0,730000019;0,280000001;0,129999995;NA;8,5;3,199999809;0,270000011;NA
-16,38333321;14,03332996;SNSF137;4;NA;140;NA;10YR7/1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,41666603;13,68332958;SNSF142;1;NA;15;NA;7,5YR3/2;28;NA;59;8;95;1;4;S;5,599999905;4,800000191;NA;1,919999957;0,620000005;0,159999996;0,119999997;NA;2,819999933;5,599999905;0,340000004;NA
-16,41666603;13,68332958;SNSF142;2;NA;45;NA;NA;24;NA;61;8;93;2;5;S;5,599999905;4,5;NA;0,639999986;0,280000001;0,129999995;0,100000001;NA;1,149999976;3,400000095;0,340000004;NA
-16,41666603;13,68332958;SNSF142;3;NA;85;NA;NA;28;NA;55;9;92;0;8;S;5,300000191;4,25;NA;0,360000014;0,219999999;0,129999995;0,100000001;NA;0,810000002;2,099999905;0,209999993;NA
-16,41666603;13,68332958;SNSF142;4;NA;140;NA;5YR5/8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,41666794;13,68332958;SNSF143;1;NA;15;C;10YR3/2;20;NA;59;14;93;2;5;S;6,150000095;5,449999809;NA;2,950000048;1,200000048;0,140000001;0,159999996;NA;5,800000191;10;0,579999983;NA
-16,41666794;13,68332958;SNSF143;2;NA;60;C;NA;16;NA;63;14;93;2;5;S;4,949999809;4,800000191;NA;0,660000026;0,460000008;0,159999996;0,100000001;NA;2,349999905;2,599999905;0,25999999;NA
-16,41666794;13,68332958;SNSF143;3;NA;120;C;NA;15;NA;41;12;67;5;28;SCL;4,300000191;4,050000191;NA;0,560000002;0,50999999;0,129999995;0,109999999;NA;6,050000191;5,299999714;0,449999988;NA
-16,41666794;13,68332958;SNSF143;4;NA;140;NA;10YR7/4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,39999962;13,69999981;SNSF157;1;NA;15;NA;10YR3/1;15;NA;56;20;90;NA;NA;NA;6,050000191;5,550000191;NA;3,130000114;0,660000026;0,119999997;0,119999997;NA;4,400000095;5,899999619;0,519999981;NA
-16,39999962;13,69999981;SNSF157;2;NA;45;NA;NA;15;NA;52;21;87;NA;NA;NA;5,099999905;4,949999809;NA;1,74000001;0,5;0,150000006;0,100000001;NA;3,650000095;3,300000191;0,349999994;NA
-16,39999962;13,69999981;SNSF157;3;NA;80;NA;10YR7/2;16;NA;58;21;95;NA;NA;NA;5,949999809;4,849999905;NA;0,720000029;0,230000004;0,109999999;0,090000004;NA;1,899999976;3,600000143;0,25;NA
-16,39999962;13,69999981;SNSF157;4;NA;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,35000038;13,88333035;SNSF16;1;NA;10;C;10YR2/1;10;NA;26;17;53;18;29;SCL;5,349999905;5,300000191;NA;17;4,730000019;0,170000002;0,239999995;NA;23;29,5;1,600000024;NA
-16,35000038;13,88333035;SNSF16;2;NA;87;D;10YR3/1;9;NA;27;11;47;12;41;C;5,300000191;4,400000095;NA;13,39999962;2,400000095;0,209999993;0,159999996;NA;21,54999924;10,80000019;0,620000005;NA
-16,35000038;13,88333035;SNSF16;3;NA;115;NA;10YR5/1;23;NA;42;8;73;2;25;SCL;4,650000095;4,150000095;NA;5,25;0,709999979;0,119999997;0,119999997;NA;7,800000191;2,399999857;0,189999998;NA
-16,38333321;13,94999981;SNSF166;1;NA;14;C;10YR3/1;9;NA;38;18;66;9;25;SCL;6,199999809;5,449999809;NA;19,60000038;2,720000029;0,159999996;0,230000004;NA;24,79999924;18,09999847;1,200000048;NA
-16,38333321;13,94999981;SNSF166;2;NA;60;G;NA;8;NA;38;14;58;6;36;SC;6,5;4,949999809;NA;18,20000076;1,100000024;0,189999998;0,129999995;NA;22,85000038;6,199999809;0,449999988;NA
-16,38333321;13,94999981;SNSF166;3;NA;100;NA;NA;89;NA;39;15;62;5;33;SCL;5,949999809;4,800000191;NA;15,39999962;0,479999989;0,200000003;0,140000001;NA;20,95000076;4,099999905;0,270000011;NA
-16,36666679;13,96667004;SNSF169;1;NA;11;C;10YR3/1;12;NA;42;18;72;17;11;SL;5,400000095;NA;NA;3,549999952;0,829999983;0,119999997;0,140000001;NA;8,5;10,70000076;0,74000001;NA
-16,36666679;13,96667004;SNSF169;2;NA;41;G;10YR5/2;9;NA;28;19;55;16;29;SCL;5,199999809;NA;NA;2,920000076;0,930000007;0,209999993;0,129999995;NA;8,880000114;4,5;0,479999989;NA
-16,36666679;13,96667004;SNSF169;3;NA;85;G;10YR4/2;9;NA;33;11;53;10;37;SC;5;NA;NA;2,799999952;0,639999986;0,300000012;0,129999995;NA;11,05000019;5,599999905;0,5;NA
-16,36666679;13,96667004;SNSF169;4;NA;130;NA;10YR4/1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,26666641;14,01667023;SNSF174;1;NA;15;C;NA;21;NA;NA;18;84;7;9;LS;6,25;5,550000191;NA;4,5;0,779999971;0,109999999;0,159999996;NA;6,699999809;9,100000381;0,699999988;NA
-16,26666641;14,01667023;SNSF174;2;NA;38;G;NA;10;NA;NA;23;81;7;12;SL;4,949999809;4,75;NA;2,299999952;0,639999986;0,090000004;0,129999995;NA;5,099999905;3,600000143;0,280000001;NA
-16,26666641;14,01667023;SNSF174;3;NA;80;G;NA;14;NA;NA;11;60;6;34;SCL;4,5;4,150000095;NA;3,200000048;1,639999986;0,109999999;0,129999995;NA;10,14999962;3,899999857;0,529999971;NA
-16,26666641;14,01667023;SNSF174;4;NA;120;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,28333282;14,01667023;SNSF175;1;NA;25;C;10YR3/2;21;NA;54;15;90;7;6;S;6,300000191;5,699999809;NA;4,25;1,139999986;0,100000001;0,129999995;NA;5,940000057;8,300000191;0,680000007;NA
-16,28333282;14,01667023;SNSF175;2;NA;65;G;NA;17;NA;56;15;88;7;5;S;6,050000191;5;NA;1,120000005;0,189999998;0,100000001;0,100000001;NA;2,5;2;0,140000001;NA
-16,28333282;14,01667023;SNSF175;3;NA;110;G;NA;22;NA;45;17;84;3;12;LS;6,050000191;4,550000191;NA;1,340000033;0,50999999;0,109999999;0,100000001;NA;3,25;2,799999952;0,25;NA
-16,28333282;14,01667023;SNSF175;4;NA;140;NA;10YR5/6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,31666756;13,96667004;SNSF188;1;NA;15;G;10YR2/1;19;NA;37;12;68;8;24;SCL;5,599999905;4,599999905;NA;11,60000038;2,220000029;0,170000002;0,230000004;NA;19,45000076;21,09999847;1,419999957;NA
-16,31666756;13,96667004;SNSF188;2;NA;35;C;10YR3/1;18;NA;32;12;61;4;35;SCL;5,300000191;4,199999809;NA;9,199999809;2;0,159999996;0,159999996;NA;15,05000019;7,699999809;0,49000001;NA
-16,31666756;13,96667004;SNSF188;3;NA;100;NA;10YR7/1;16;NA;32;17;65;5;31;SCL;5,75;4,800000191;NA;7,150000095;0,699999988;0,119999997;0,129999995;NA;9,899999619;4;0,310000002;NA
-16,33333397;13,93332958;SNSF190;1;NA;17;C;10YR3/3;21;NA;58;14;93;3;4;S;5,550000191;4,949999809;NA;1,580000043;0,519999981;0,090000004;0,129999995;NA;3,5;6,300000191;0,389999986;NA
-16,33333397;13,93332958;SNSF190;2;NA;40;C;10YR3/1;23;NA;54;14;90;4;6;S;5,400000095;4,849999905;NA;1,24000001;0,310000002;0,100000001;0,100000001;NA;2,900000095;3,400000095;0,25999999;NA
-16,33333397;13,93332958;SNSF190;3;NA;85;G;NA;22;NA;54;14;89;4;7;S;4,800000191;NA;NA;0,939999998;0,209999993;0,119999997;0,100000001;NA;2,349999905;2,399999857;0,230000004;NA
-16,33333397;13,93332958;SNSF190;4;NA;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,26666641;13,93332958;SNSF200;1;NA;10;C;10YR3/2;21;NA;44;17;82;8;10;LS;6,150000095;NA;NA;4,849999905;0,949999988;0,100000001;0,180000007;NA;7,150000095;9,699999809;0,670000017;NA
-16,26666641;13,93332958;SNSF200;2;NA;35;G;10YR5/4;17;NA;39;12;69;4;28;SCL;5,849999905;NA;NA;3,450000048;1;0,129999995;0,150000006;NA;7,300000191;4,199999809;0,379999995;NA
